"","year","country","total_games","wins","win_percentage","gdp","total_goals","goals_per_game"
"393",2020,"Andorra",10,1,10,"2891001149.3611",3,0.3
"394",2020,"Faroe Islands",10,1,10,"3271813311.5831",4,0.4
"395",2020,"Latvia",10,1,10,"33379927434.6149",3,0.3
"396",2020,"Malta",10,1,10,"16385919535.6742",3,0.3
"397",2020,"Moldova",10,1,10,"11530746234.4492",4,0.4
"398",2020,"Azerbaijan",8,0,0,"42693000000",5,0.625
"399",2020,"Estonia",8,0,0,"31820771493.8974",2,0.25
"400",2020,"Gibraltar",8,0,0,"..",3,0.375
"401",2020,"Liechtenstein",10,0,0,"6405870210.32293",2,0.2
"402",2020,"Lithuania",8,0,0,"57412038533.2718",5,0.625
"403",2020,"Montenegro",8,0,0,"4769996866.00758",3,0.375
"404",2020,"San Marino",10,0,0,"1544714493.24409",1,0.1
"405",2020,"Turkiye",3,0,0,"720338490327.248",1,0.333333333333333
