"","year","country","total_games","wins","win_percentage","gdp_per_capita","total_goals","goals_per_game"
"392",2020,"Bulgaria",9,1,11.1111111111111,"25862.2931027806",7,0.777777777777778
"393",2020,"Andorra",10,1,10,"52095.8414004627",3,0.3
"394",2020,"Faroe Islands",10,1,10,"61643.8149298644",4,0.4
"395",2020,"Latvia",10,1,10,"32741.4207691987",3,0.3
"396",2020,"Malta",10,1,10,"49928.0933102079",3,0.3
"397",2020,"Moldova",10,1,10,"13527.4413130967",4,0.4
"398",2020,"Azerbaijan",8,0,0,"15163.5703327282",5,0.625
"399",2020,"Estonia",8,0,0,"40672.1340402132",2,0.25
"400",2020,"Gibraltar",8,0,0,"..",3,0.375
"401",2020,"Liechtenstein",10,0,0,"..",2,0.2
"402",2020,"Lithuania",8,0,0,"41491.3281824274",5,0.625
"403",2020,"Montenegro",8,0,0,"21003.781959125",3,0.375
"404",2020,"San Marino",10,0,0,"55206.5812324405",1,0.1
"405",2020,"Turkiye",3,0,0,"28680.2006288764",1,0.333333333333333
